count,job_name,start_time,text,avg_confidence,time_taken_for_job,time_taken_for_process,sentiment_score
25.0,robin_nyc_short,1641188576.628755,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.009,18.286804676055908,1.0
26.0,robin_nyc_short,1641188596.0193148,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.048,18.700080633163452,1.0
27.0,robin_nyc_short,1641188616.462334,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,16.97,18.233219861984253,1.0
28.0,robin_nyc_short,1641188635.776524,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,21.604,25.889471769332886,1.0
29.0,robin_nyc_short,1641188663.5023894,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.839,18.312297344207764,1.0
30.0,robin_nyc_short,1641188683.0721195,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.669,18.70354962348938,1.0
31.0,robin_nyc_short,1641188703.7506604,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.28,25.89035439491272,1.0
32.0,robin_nyc_short,1641188730.7285268,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.791,25.864571571350098,1.0
33.0,robin_nyc_short,1641188758.132823,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.009,18.610016345977783,1.0
34.0,robin_nyc_short,1641188778.0984366,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,20.331,26.646189212799072,1.0
35.0,robin_nyc_short,1641188805.8126204,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.256,25.83259129524231,1.0
36.0,robin_nyc_short,1641188834.2053113,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.62,19.104304313659668,1.0
37.0,robin_nyc_short,1641188855.1989925,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.306,25.89719009399414,1.0
38.0,robin_nyc_short,1641188882.236931,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.556,18.665825128555298,1.0
39.0,robin_nyc_short,1641188902.4071715,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.627,25.86905288696289,1.0
40.0,robin_nyc_short,1641188929.4645007,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.622,18.31967544555664,1.0
41.0,robin_nyc_short,1641188949.2189257,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.098,18.982197523117065,1.0
42.0,robin_nyc_short,1641188971.1246734,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,21.475,26.04137134552002,1.0
43.0,robin_nyc_short,1641188998.305305,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,16.853,18.29530382156372,1.0
44.0,robin_nyc_short,1641189017.8239307,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.427,18.94052743911743,1.0
45.0,robin_nyc_short,1641189038.851461,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.342,25.88800072669983,1.0
46.0,robin_nyc_short,1641189065.9423172,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.391,25.886083126068115,1.0
47.0,robin_nyc_short,1641189093.2971194,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,23.665,25.950705766677856,1.0
48.0,robin_nyc_short,1641189120.5354586,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.144,18.631069898605347,1.0
49.0,robin_nyc_short,1641189140.4009345,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.671,26.10700559616089,1.0
50.0,robin_nyc_short,1641189167.557502,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.637,18.205689191818237,1.0
51.0,robin_nyc_short,1641189187.2518914,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,21.16,25.88778281211853,1.0
52.0,robin_nyc_short,1641189215.123213,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,23.763,26.16622519493103,1.0
53.0,robin_nyc_short,1641189242.7935371,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.671,18.982226133346558,1.0
54.0,robin_nyc_short,1641189262.894928,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.348,18.279943227767944,1.0
55.0,robin_nyc_short,1641189282.5320551,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.143,26.527485847473145,1.0
56.0,robin_nyc_short,1641189310.1249049,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,16.969,18.287155628204346,1.0
57.0,robin_nyc_short,1641189329.4307606,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.04,18.236071825027466,1.0
58.0,robin_nyc_short,1641189348.7929845,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.578,25.931942462921143,1.0
59.0,robin_nyc_short,1641189375.9220777,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.617,18.271668434143066,1.0
60.0,robin_nyc_short,1641189395.2122364,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.013,18.21687150001526,1.0
61.0,robin_nyc_short,1641189414.4782429,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.595,26.681073665618896,1.0
62.0,robin_nyc_short,1641189442.1925,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.597,18.243289709091187,1.0
63.0,robin_nyc_short,1641189461.5486581,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.531,18.635021686553955,1.0
64.0,robin_nyc_short,1641189481.3025856,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.299,25.898451566696167,1.0
65.0,robin_nyc_short,1641189508.426587,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.788,25.916687965393066,1.0
66.0,robin_nyc_short,1641189535.4619875,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.953,26.321181774139404,1.0
67.0,robin_nyc_short,1641189562.90156,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.218,18.264729261398315,1.0
68.0,robin_nyc_short,1641189582.5042367,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.706,26.378746032714844,1.0
69.0,robin_nyc_short,1641189610.0166638,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,16.961,18.296138763427734,1.0
70.0,robin_nyc_short,1641189629.572982,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.699,25.949652433395386,1.0
71.0,robin_nyc_short,1641189656.7105107,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.855,18.291382789611816,1.0
72.0,robin_nyc_short,1641189676.1272712,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,16.881,18.226521730422974,1.0
73.0,robin_nyc_short,1641189695.620035,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.567,18.32525372505188,1.0
74.0,robin_nyc_short,1641189714.969742,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.871,25.880250215530396,1.0
75.0,robin_nyc_short,1641189741.9057655,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.097,18.246336460113525,1.0
76.0,robin_nyc_short,1641189761.192144,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.915,18.316926956176758,1.0
77.0,robin_nyc_short,1641189780.7115622,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.938,25.90644669532776,1.0
78.0,robin_nyc_short,1641189807.8519967,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.174,25.870184898376465,1.0
79.0,robin_nyc_short,1641189834.780155,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.73,25.909499883651733,1.0
80.0,robin_nyc_short,1641189861.7146418,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,16.988,18.29823875427246,1.0
81.0,robin_nyc_short,1641189882.0271075,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.68,19.5346360206604,1.0
82.0,robin_nyc_short,1641189902.6802716,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.698,25.92407989501953,1.0
83.0,robin_nyc_short,1641189932.7918787,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.001,18.32933735847473,1.0
84.0,robin_nyc_short,1641189952.350685,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.538,19.172731637954712,1.0
85.0,robin_nyc_short,1641189972.588956,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,22.278,25.922764778137207,1.0
86.0,robin_nyc_short,1641189999.561535,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.712,18.289875030517578,1.0
87.0,robin_nyc_short,1641190019.4178321,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.843,26.2756290435791,1.0
88.0,robin_nyc_short,1641190046.8591955,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.793,18.26738476753235,1.0
89.0,robin_nyc_short,1641190066.214019,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.256,18.362366437911987,1.0
90.0,robin_nyc_short,1641190086.6906698,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.109,18.55889654159546,1.0
91.0,robin_nyc_short,1641190106.4293742,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.483,26.507489681243896,1.0
92.0,robin_nyc_short,1641190134.7258897,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.665,18.63727355003357,1.0
93.0,robin_nyc_short,1641190155.7125585,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.759,18.581964015960693,1.0
94.0,robin_nyc_short,1641190175.7834814,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.625,19.16860604286194,1.0
95.0,robin_nyc_short,1641190196.0712128,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.872,18.655264854431152,1.0
96.0,robin_nyc_short,1641190215.9290304,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.683,19.15360116958618,1.0
97.0,robin_nyc_short,1641190236.517407,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.572,18.333905935287476,1.0
98.0,robin_nyc_short,1641190255.9325697,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.709,26.281808853149414,1.0
99.0,robin_nyc_short,1641190283.6755204,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.518,18.621406316757202,1.0
