count,job_name,start_time,text,avg_confidence,time_taken_for_job,time_taken_for_process,sentiment_score
17.0,robin_nyc_short,1641215631.9615204,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,20.428,25.87534761428833,1.0
18.0,robin_nyc_short,1641215658.8755887,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,25.373,25.936810970306396,1.0
19.0,robin_nyc_short,1641215685.8614683,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,25.966,25.97453260421753,1.0
20.0,robin_nyc_short,1641215712.868594,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,22.884,25.91264247894287,1.0
21.0,robin_nyc_short,1641215739.76881,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,22.757,25.929912090301514,1.0
22.0,robin_nyc_short,1641215766.93637,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,21.249,25.917667627334595,1.0
23.0,robin_nyc_short,1641215793.8881278,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,23.387,25.914700984954834,1.0
24.0,robin_nyc_short,1641215820.805075,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,21.094,25.86595106124878,1.0
25.0,robin_nyc_short,1641215847.6584117,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,20.944,25.917398929595947,1.0
26.0,robin_nyc_short,1641215874.7467306,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,21.658,25.926701307296753,1.0
27.0,robin_nyc_short,1641215901.7925696,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,24.422,25.912862062454224,1.0
28.0,robin_nyc_short,1641215928.8077831,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,22.393,26.084049940109253,1.0
29.0,robin_nyc_short,1641215956.0148234,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,24.509,25.894646883010864,1.0
30.0,robin_nyc_short,1641215982.9340787,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,21.695,25.893391370773315,1.0
31.0,robin_nyc_short,1641216009.9159112,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,22.566,25.944683074951172,1.0
32.0,robin_nyc_short,1641216037.0638924,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,22.928,25.881405115127563,1.0
33.0,robin_nyc_short,1641216064.101117,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,20.611,25.91180968284607,1.0
34.0,robin_nyc_short,1641216091.1003234,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.874,25.90182089805603,1.0
35.0,robin_nyc_short,1641216118.0896995,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,24.652,25.900664806365967,1.0
36.0,robin_nyc_short,1641216145.1935606,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,27.063,35.49640655517578,1.0
37.0,robin_nyc_short,1641216181.855621,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,22.24,25.884867668151855,1.0
38.0,robin_nyc_short,1641216208.8492758,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.608,18.375499486923218,1.0
39.0,robin_nyc_short,1641216228.2953012,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,22.018,25.903151035308838,1.0
40.0,robin_nyc_short,1641216255.2540522,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,21.117,170.91347932815552,1.0
41.0,robin_nyc_short,1641216427.1837697,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,21.367,25.87401032447815,1.0
42.0,robin_nyc_short,1641216454.0863879,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,21.303,26.128738403320312,1.0
43.0,robin_nyc_short,1641216481.217528,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,21.403,25.88911247253418,1.0
44.0,robin_nyc_short,1641216508.2729344,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,27.62,35.47633361816406,1.0
45.0,robin_nyc_short,1641216544.8057194,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.748,18.229400157928467,1.0
46.0,robin_nyc_short,1641216564.0999258,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,23.04,25.85407280921936,1.0
47.0,robin_nyc_short,1641216591.0200493,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.285,18.457765817642212,1.0
48.0,robin_nyc_short,1641216610.54289,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,24.127,25.89058828353882,1.0
49.0,robin_nyc_short,1641216637.5988216,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,25.426,25.933785438537598,1.0
